INSTNM,CITY,STABBR,ZIP,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,NPT4_PUB,NPT4_PRIV,TUITIONFEE_PROG,PCTPELL,PCTFLOAN,DEBT_MDN,GRAD_DEBT_MDN_SUPP,ADM_RATE,SAT_AVG,AVGFACSAL,UGDS,C150_4,RET_FT4,CDR3,MD_EARN_WNE_P10
Birmingham-Southern College,Birmingham,AL,35254,2,22750.0,22750.0,38385.0,,23351.0,,0.2256,0.6738,16000,25000,0.5194,1197.0,6586.0,713.0,0.6418,0.6311,0.0,59481.0
Chattahoochee Valley Community College,Phenix City,AL,36869,1,5040.0,8850.0,12032.0,5814.0,,,0.3931,0.248,5900,10500,,,6268.0,1044.0,,,0.0,36438.0
South University-Montgomery,Montgomery,AL,36116,3,18238.0,18238.0,30704.0,,25157.0,,0.6952,0.7016,13000,26123,,,6153.0,302.0,0.1538,0.2857,0.0,34421.0
Enterprise State Community College,Enterprise,AL,36330-1300,1,5040.0,8850.0,14798.0,8187.0,,,0.3502,0.208,5500,7499,,,9427.0,1476.0,,,0.0,42572.0
Coastal Alabama Community College,Bay Minette,AL,36507-2698,1,4980.0,8790.0,15171.0,9514.0,,,0.346,0.3107,5500,11000,,,7837.0,4714.0,,,0.0,34894.0
Faulkner University,Montgomery,AL,36109-3390,2,23920.0,23920.0,36910.0,,21165.0,,0.4381,0.5787,15000,23000,0.6613,1016.0,6574.0,1555.0,0.3766,0.7039,0.0,43457.0
Gadsden State Community College,Gadsden,AL,35903,1,4032.0,7080.0,10687.0,3568.0,,,0.4736,0.0,PS,PS,,,7250.0,3619.0,,,0.0,32937.0
New Beginning College of Cosmetology,Albertville,AL,35951,3,,,,,13055.0,15150.0,0.4557,0.4937,6100,9500,,,,39.0,,,0.0,
George C Wallace Community College-Dothan,Dothan,AL,36303-9234,1,4920.0,8730.0,9863.0,2697.0,,,0.487,0.0,PS,PS,,,7050.0,3053.0,,,,31399.0
George C Wallace State Community College-Hanceville,Hanceville,AL,35077-2000,1,4980.0,8790.0,18748.0,14042.0,,,0.3229,0.1859,8200,11000,,,7142.0,4413.0,,,0.0,39842.0
George C Wallace State Community College-Selma,Selma,AL,36702-2808,1,4680.0,8490.0,9505.0,970.0,,,0.3677,0.0,PS,PS,,,6779.0,828.0,,,,31598.0
Herzing University-Birmingham,Birmingham,AL,35209,2,13420.0,13420.0,27195.0,,20957.0,,0.6368,0.7228,11756,21500,0.9449,,6744.0,445.0,0.25,,0.0,36909.0
Huntingdon College,Montgomery,AL,36106-2148,2,28650.0,28650.0,39686.0,,21401.0,,0.3879,0.7081,20000,27000,0.7083,1148.0,7723.0,865.0,0.4694,0.6667,0.0,49601.0
Heritage Christian University,Florence,AL,35630-9977,2,11982.0,11982.0,,,,,0.3537,0.0244,PS,PS,1.0,,5489.0,63.0,0.5,0.6667,0.0,42597.0
J. F. Drake State Community and Technical College,Huntsville,AL,35811,1,5130.0,8940.0,11908.0,4644.0,,,0.4436,0.0,PS,PS,,,6510.0,719.0,,,,28281.0
J F Ingram State Technical College,Deatsville,AL,36022,1,6084.0,6084.0,,,,,0.0,0.0,PS,PS,,,,826.0,,,,
Jacksonville State University,Jacksonville,AL,36265,1,12426.0,22716.0,23422.0,14850.0,,,0.4309,0.6941,14000,22189,0.7622,1055.0,7774.0,7030.0,0.5112,0.6442,0.0,45235.0
Jefferson State Community College,Birmingham,AL,35215-3098,1,5040.0,8850.0,14384.0,9024.0,,,0.2863,0.3001,4500,9689,,,7555.0,5443.0,,,0.0,40719.0
John C Calhoun State Community College,Tanner,AL,35671,1,5060.0,8870.0,12687.0,7336.0,,,0.3143,0.1825,6010,12000,,,7418.0,6928.0,,,0.0,38192.0
Lawson State Community College,Birmingham,AL,35221-1717,1,4980.0,8790.0,15028.0,6564.0,,,0.5978,0.0,PS,PS,,,7388.0,2720.0,,,,31701.0
University of West Alabama,Livingston,AL,35470,1,10990.0,20090.0,22402.0,13832.0,,,0.5401,0.6373,13000,24944,0.8711,1015.0,7627.0,2666.0,0.3804,0.6075,0.0,44232.0
Lurleen B Wallace Community College,Andalusia,AL,36420-1224,1,4980.0,8790.0,10223.0,3041.0,,,0.3624,0.0,PS,PS,,,6659.0,1122.0,,,,32307.0
Marion Military Institute,Marion,AL,36756-3207,1,9538.0,15538.0,18458.0,10137.0,,,0.4344,0.3969,5500,9250,0.5917,1043.0,7169.0,308.0,,,0.0,59644.0
Miles College,Fairfield,AL,35064-2621,2,12714.0,12714.0,22900.0,,14514.0,,0.7552,0.775,15691,31217,,,5439.0,1151.0,0.2566,0.5563,0.0,32627.0
University of Mobile,Mobile,AL,36613-2842,2,26120.0,26120.0,38731.0,,19603.0,,0.2986,0.4287,19000,26500,0.7251,1220.0,5790.0,1079.0,0.5551,0.7169,0.0,43611.0
University of Montevallo,Montevallo,AL,35115-6000,1,13710.0,26730.0,26233.0,17053.0,,,0.3904,0.5207,16000,24000,0.539,,8549.0,2087.0,0.4938,0.7315,0.0,42957.0
Northwest Shoals Community College,Muscle Shoals,AL,35661,1,5071.0,8881.0,10894.0,4545.0,,,0.2753,0.2401,5500,10000,,,7059.0,1924.0,,,0.0,33828.0
University of North Alabama,Florence,AL,35632-0001,1,11990.0,22190.0,22086.0,11024.0,,,0.2411,0.2957,15781,22077,0.9648,,9049.0,5468.0,0.5403,0.7776,0.0,45415.0
Northeast Alabama Community College,Rainsville,AL,35986,1,4980.0,8790.0,10620.0,1612.0,,,0.378,0.1189,4400,6100,,,7473.0,1547.0,,,0.0,34913.0
Oakwood University,Huntsville,AL,35896,2,21838.0,21838.0,38592.0,,23384.0,,0.4735,0.5754,21500,27000,0.5051,,5758.0,1253.0,0.4891,0.6388,0.0,42488.0
Reid State Technical College,Evergreen,AL,36401,1,6100.0,10700.0,9066.0,131.0,,,0.4631,0.0,PS,PS,,,7019.0,365.0,,,,28982.0
Bishop State Community College,Mobile,AL,36603-5898,1,5280.0,9090.0,11530.0,4176.0,,,0.4195,0.0,PS,PS,,,7389.0,2100.0,,,,29916.0
Samford University,Birmingham,AL,35229-2240,2,38144.0,38144.0,53934.0,,30795.0,,0.1084,0.287,15750,19500,0.8223,1203.0,9810.0,3828.0,0.7988,0.8765,0.0,58469.0
Selma University,Selma,AL,36701,2,4800.0,4800.0,,,,,0.0,0.0,,,,,,34.0,0.24,,,
Shelton State Community College,Tuscaloosa,AL,35405-8522,1,5067.0,8877.0,16607.0,10880.0,,,0.3987,0.0,PS,PS,,,7216.0,3191.0,,,,35014.0
Snead State Community College,Boaz,AL,35957-0734,1,5472.0,9536.0,12583.0,6369.0,,,0.3359,0.1213,6450,9000,,,7673.0,1494.0,,,0.0,35735.0
University of South Alabama,Mobile,AL,36688-0002,1,9676.0,18652.0,22070.0,15142.0,,,0.3713,0.4872,17750,24929,0.6549,1119.0,7764.0,8540.0,0.5257,0.7625,0.0,49379.0
Spring Hill College,Mobile,AL,36608-1780,2,23270.0,23270.0,37172.0,,19514.0,,0.3301,0.5123,21500,27000,0.591,1090.0,5642.0,850.0,0.5612,0.6578,0.0,51500.0
Stillman College,Tuscaloosa,AL,35401,2,11392.0,11392.0,23485.0,,12272.0,,0.682,0.6912,16000,29067,0.7422,,5415.0,761.0,0.4103,0.7886,0.0,35421.0
Talladega College,Talladega,AL,35160,2,15650.0,15650.0,23441.0,,13461.0,,0.7551,0.7778,15000,28500,0.9925,,5951.0,782.0,0.6497,0.8142,0.0,32229.0
H Councill Trenholm State Community College,Montgomery,AL,36108-3199,1,4890.0,8700.0,12148.0,5568.0,,,0.5519,0.0,PS,PS,,,7119.0,1584.0,,,0.0,32183.0
Troy University,Troy,AL,36082-0001,1,9792.0,19584.0,21816.0,13869.0,,,0.423,0.6617,15985,25000,0.9261,1086.0,7491.0,10089.0,0.4684,0.7299,0.0,42062.0
Tuskegee University,Tuskegee,AL,36088-1920,2,23440.0,23440.0,41924.0,,32977.0,,0.4767,0.6167,21250,27000,0.3143,1121.0,7309.0,2367.0,0.5709,0.7298,0.0,49641.0
United States Sports Academy,Daphne,AL,36526-7055,2,18900.0,18900.0,,,,,0.3478,0.513,10976,PS,0.3529,,7452.0,136.0,,0.0,0.0,55257.0
Bevill State Community College,Jasper,AL,35501,1,4678.0,8234.0,15238.0,5249.0,,,0.3027,0.0,PS,PS,,,7606.0,2189.0,,,,34107.0
University of Alaska Anchorage,Anchorage,AK,99508,1,7566.0,21693.0,21848.0,13780.0,,,0.191,0.1488,11231,20210,0.6652,,9957.0,6916.0,0.2894,0.7166,0.0,51871.0
Alaska Bible College,Palmer,AK,99645,2,10930.0,10930.0,22101.0,,14093.0,,0.4872,0.1282,PS,PS,,,,34.0,1.0,0.3333,0.0,
University of Alaska Fairbanks,Fairbanks,AK,99775,1,8640.0,22752.0,21182.0,9634.0,,,0.2237,0.1765,11283,20291,,,10130.0,4027.0,0.3197,0.721,0.0,48866.0
University of Alaska Southeast,Juneau,AK,99801-8697,1,6960.0,21096.0,16796.0,7233.0,,,0.1398,0.1404,10500,19111,0.625,,9091.0,920.0,0.3097,0.7143,0.0,48475.0
Alaska Pacific University,Anchorage,AK,99508,2,20760.0,20760.0,34964.0,,18976.0,,0.3442,0.4186,12696,23500,0.8621,,7297.0,400.0,0.4688,0.6818,0.0,54271.0
Alaska Vocational Technical Center,Seward,AK,99664-0889,1,,,,12071.0,,4736.0,0.0602,0.0082,5500,PS,,,,452.0,,,0.0,51083.0
Charter College,Anchorage,AK,99508-4103,3,18678.0,18678.0,31188.0,,25225.0,,0.5579,0.6745,11884,14176,,,5298.0,2277.0,0.5753,,0.0,35504.0
Alaska Career College,Anchorage,AK,99507-1033,3,,,,,18091.0,16545.0,0.581,0.5039,7199,7377,,,5205.0,255.0,,,0.0,34468.0
Empire Beauty School-Tucson,Tucson,AZ,85716,3,,,,,16609.0,19260.0,0.4952,0.5272,8028,13000,,,,213.0,,,0.0,25073.0
Carrington College-Phoenix North,Phoenix,AZ,85051-4063,3,,,,,,15711.0,0.5536,0.6262,9298,9500,,,6346.0,1087.0,,,0.0,36718.0
Carrington College-Mesa,Mesa,AZ,85210-5005,3,,,,,47290.0,61588.0,0.5402,0.6647,9298,9500,,,6782.0,492.0,,,0.0,36718.0
Carrington College-Tucson,Tucson,AZ,85745-2974,3,,,,,39975.0,61588.0,0.6093,0.6827,9298,9500,,,6496.0,437.0,,,0.0,36718.0
Arizona Academy of Beauty,Tucson,AZ,85712,3,,,,,15544.0,17700.0,0.6719,0.5,4750,5250,,,,49.0,,,0.0,21201.0
Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,85301-3579,3,,,,,22180.0,20663.0,0.7302,0.6785,10661,15917,,,4610.0,513.0,,,0.0,31102.0
Brookline College-Phoenix,Phoenix,AZ,85021,3,,,,,,89404.0,0.5823,0.6673,9500,9500,,,7230.0,714.0,0.5023,0.0,0.0,29576.0
Arizona State University Campus Immersion,Tempe,AZ,85287,1,12051.0,32193.0,28047.0,13670.0,,,0.2966,0.284,13610,19500,0.9019,,12336.0,64398.0,0.6785,0.8532,0.0,62668.0
Arizona Western College,Yuma,AZ,85365-8834,1,3020.0,9830.0,15857.0,9582.0,,,0.3918,0.0046,4500,4826,,,8003.0,6198.0,,,0.0,36857.0
University of Arizona,Tucson,AZ,85721-0066,1,13626.0,41095.0,28543.0,15960.0,,,0.2624,0.2695,13750,19620,0.8566,1261.0,12224.0,40769.0,0.6589,0.8767,0.0,59979.0
Central Arizona College,Coolidge,AZ,85128-9030,1,2250.0,4500.0,9024.0,4591.0,,,0.2874,0.0303,6157,10010,,,7319.0,4892.0,,,0.0,40513.0
Charles of Italy Beauty College,Lake Havasu City,AZ,86403,3,,,,,11641.0,15325.0,0.5802,0.6718,7000,7388,,,,88.0,,,0.0,26269.0
Cochise County Community College District,Sierra Vista,AZ,85635-2317,1,2232.0,6000.0,13638.0,7420.0,,,0.3858,0.0585,5500,6750,,,7072.0,3007.0,,,0.0,38033.0
Empire Beauty School-Chandler,Chandler,AZ,85224,3,,,,,16662.0,19200.0,0.5932,0.6017,7851,10667,,,,98.0,,,0.0,23921.0
Avalon Institute-Mesa,Mesa,AZ,85210,3,,,,,16847.0,9000.0,0.5676,0.6544,6312,6332,,,,388.0,,,0.0,30803.0
Eastern Arizona College,Thatcher,AZ,85552-0769,1,2352.0,9552.0,16280.0,9765.0,,,0.1721,0.0,PS,PS,,,8273.0,3058.0,,,,38018.0
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,2,42204.0,42204.0,60158.0,,39983.0,,0.174,0.3439,14250,23666,0.7519,1256.0,9669.0,3245.0,0.6976,0.8382,0.0,84131.0
The School of Architecture,Scottsdale,AZ,85250,2,,,,,,,,,PS,PS,,,4286.0,,,,0.0,
Glendale Community College,Glendale,AZ,85302,1,2358.0,8958.0,18056.0,12158.0,,,0.2614,0.0753,4500,6960,,,10269.0,10180.0,0.144,,0.0,43108.0
Grand Canyon University,Phoenix,AZ,85017,3,17450.0,17450.0,31493.0,,21931.0,,0.4308,0.535,12500,22114,0.6036,1095.0,7479.0,68619.0,0.4304,0.6838,0.0,42186.0
GateWay Community College,Phoenix,AZ,85034,1,2358.0,8958.0,18316.0,12871.0,,,0.2862,0.1228,4500,6750,,,9350.0,3473.0,0.1955,0.6071,0.0,46147.0
Mesa Community College,Mesa,AZ,85202,1,2358.0,8958.0,18975.0,13438.0,,,0.2006,0.073,4500,7473,,,10272.0,12049.0,,,0.0,44034.0
Mohave Community College,Kingman,AZ,86409-1238,1,2136.0,7248.0,10952.0,6806.0,,,0.3093,0.0733,8000,9700,,,6630.0,2750.0,,,0.0,35522.0
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Avondale,AZ,85323,3,,,,,21925.0,36500.0,0.392,0.4944,10247,13097,,,5768.0,567.0,,,0.0,48341.0
Dine College,Tsaile,AZ,86556,1,1410.0,1410.0,13872.0,10218.0,,,0.3895,0.0,PS,PS,,,6503.0,1507.0,0.0549,0.3333,,29188.0
Northern Arizona University,Flagstaff,AZ,86011-4092,1,12652.0,28900.0,29495.0,14922.0,,,0.2983,0.331,12916,19000,0.9095,,9585.0,23041.0,0.5686,0.7256,0.0,54384.0
Northland Pioneer College,Holbrook,AZ,86025-0610,1,2428.0,9851.0,14174.0,9251.0,,,0.1369,0.0,PS,PS,,,7265.0,1024.0,,,,34199.0
Phoenix College,Phoenix,AZ,85013,1,2358.0,8958.0,18033.0,11728.0,,,0.2888,0.0874,5250,6750,,,9778.0,6952.0,,,0.0,40870.0
Pima Community College,Tucson,AZ,85709-1275,1,2370.0,7686.0,8916.0,3123.0,,,0.3267,0.1029,4500,7000,,,8373.0,13869.0,,,0.0,39810.0
Pima Medical Institute-Tucson,Tucson,AZ,85712,3,,,,,,26165.0,0.4846,0.5809,9500,9500,,,5787.0,2619.0,0.7264,,0.0,38673.0
Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,3,,,,,20348.0,17706.0,0.5995,0.5647,5250,5500,,,5996.0,737.0,,,0.0,30917.0
Prescott College,Prescott,AZ,86301,2,35685.0,35685.0,47228.0,,20906.0,,0.4728,0.5367,12500,16300,0.9857,,5813.0,253.0,0.3594,0.75,0.0,42359.0
Refrigeration School Inc,Phoenix,AZ,85034-1816,3,,,,,25300.0,22300.0,0.6661,0.7219,7917,8233,,,4742.0,1271.0,,,0.0,52953.0
Rio Salado College,Tempe,AZ,85281,1,2358.0,8958.0,13740.0,8764.0,,,0.073,0.0446,4375,9500,,,7264.0,4879.0,0.039,,0.0,41015.0
Roberto-Venn School of Luthiery,Phoenix,AZ,85007,3,,,,,25894.0,11950.0,0.1957,0.3043,7307,PS,,,,15.0,,,0.02,35209.0
Scottsdale Community College,Scottsdale,AZ,85256,1,2358.0,8958.0,19682.0,14380.0,,,0.1358,0.0659,4500,8000,,,10327.0,4274.0,,,0.0,47905.0
South Mountain Community College,Phoenix,AZ,85042,1,2358.0,8958.0,17872.0,11942.0,,,0.2736,0.0693,4500,8000,,,10288.0,2612.0,,,0.0,39825.0
Arizona Christian University,Glendale,AZ,85306-3216,2,34697.0,34697.0,50950.0,,32383.0,,0.3318,0.6959,6251,23000,0.7442,,5432.0,1127.0,0.4145,0.5525,0.0,51612.0
Universal Technical Institute of Arizona Inc,Avondale,AZ,85323,3,,,,,27139.0,42500.0,0.4444,0.602,11183,13124,,,5966.0,1791.0,,,0.0,52873.0
Yavapai College,Prescott,AZ,86301,1,2838.0,9344.0,12642.0,6355.0,,,0.1949,0.0463,6762,9000,,,8423.0,3732.0,0.3213,,0.0,39890.0
University of Arkansas at Little Rock,Little Rock,AR,72204,1,8455.0,19210.0,21013.0,16136.0,,,0.4105,0.3765,14500,22000,0.5774,1049.0,7892.0,4740.0,0.4142,0.7146,0.0,45265.0
University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,1,,,,,,,0.2694,0.3572,13000,14000,,,9461.0,1361.0,,,0.0,73827.0
Arkansas Baptist College,Little Rock,AR,72202-6068,2,8760.0,8760.0,22626.0,,11139.0,,0.4597,0.4173,8250,25375,,,4972.0,373.0,0.0798,0.2143,0.0,28418.0
Arkansas Beauty School-Little Rock,Little Rock,AR,72209,3,,,,,24060.0,19455.0,0.5714,0.5179,6333,6333,,,,111.0,,,0.0,18078.0
Arkansas Beauty College,Russellville,AR,72801,3,,,,,11898.0,15000.0,0.6226,0.6038,7000,PS,,,,56.0,,,0.0,16857.0
Lyon College,Batesville,AR,72501,2,31000.0,31000.0,44943.0,,22670.0,,0.3596,0.6121,10699,21500,0.6554,,6017.0,563.0,0.5591,0.6806,0.0,44232.0
Arkansas Technical School,North Little Rock,AR,72114,3,,,,,35353.0,19400.0,0.6286,0.5429,9833,16500,,,,111.0,,,0.0,16209.0
University of Arkansas,Fayetteville,AR,72701,1,9748.0,28772.0,26161.0,17525.0,,,0.173,0.3405,15749,21500,0.7167,1174.0,10492.0,27312.0,0.6997,0.8646,0.0,58191.0
University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,1,9019.0,17029.0,20907.0,11679.0,,,0.6687,0.5852,14328,24202,0.5754,916.0,6100.0,1899.0,0.3968,0.6454,0.0,35550.0
Arkansas State University-Beebe,Beebe,AR,72012-1000,1,3216.0,5040.0,14799.0,8652.0,,,0.3289,0.1284,5500,8093,,,5300.0,1902.0,,,0.0,36603.0
Arkansas State University,Jonesboro,AR,72401,1,7754.0,13826.0,22823.0,13085.0,,,0.3679,0.4234,15000,20500,0.6967,1119.0,7601.0,7994.0,0.551,0.7782,0.0,42617.0
Arkansas Tech University,Russellville,AR,72801-2222,1,8508.0,14502.0,21536.0,12171.0,,,0.3375,0.2807,11350,21000,0.9629,1050.0,6868.0,5993.0,0.4866,0.7108,0.0,41766.0
University of Arkansas at Monticello,Monticello,AR,71656,1,8868.0,14718.0,20741.0,14013.0,,,0.4938,0.4291,11364,19971,,,5921.0,1868.0,0.4327,0.689,0.0,36902.0
Arthur's Beauty College,Jacksonville,AR,72076,3,,,,,12008.0,17330.0,0.7885,0.8077,7931,9833,,,,47.0,,,0.0,21954.0
Baptist Health College Little Rock,Little Rock,AR,72210-2827,2,13593.0,13593.0,37054.0,,34755.0,,0.3898,0.6357,9500,10000,1.0,980.0,7869.0,512.0,,,0.0,62244.0
Black River Technical College,Pocahontas,AR,72455,1,4584.0,7242.0,14624.0,6053.0,,,0.4036,0.1226,6000,9500,,,5015.0,938.0,,,0.0,34818.0
University of Central Arkansas,Conway,AR,72035-0001,1,10118.0,17258.0,24265.0,16775.0,,,0.3734,0.4169,13000,20346,0.9047,1117.0,7396.0,7426.0,0.5335,0.7343,0.0,45938.0
Central Baptist College,Conway,AR,72034,2,19680.0,19680.0,27468.0,,16664.0,,0.422,0.4947,12876,22250,0.4636,1022.0,5363.0,477.0,0.3529,0.5922,0.0,46789.0
Cossatot Community College of the University of Arkansas,De Queen,AR,71832,1,3906.0,4746.0,11738.0,5200.0,,,0.3529,0.0,PS,PS,,,5331.0,835.0,,,,33775.0
Crowley's Ridge College,Paragould,AR,72450,2,16440.0,16440.0,25817.0,,17236.0,,0.48,0.645,13918,26228,,,5603.0,162.0,0.2609,0.7111,0.0,39533.0
East Arkansas Community College,Forrest City,AR,72335-2204,1,3960.0,4980.0,13028.0,6769.0,,,0.2689,0.0305,4750,6000,,,5369.0,492.0,,,0.0,28471.0
Paul Mitchell the School-Little Rock,North Little Rock,AR,72117,3,,,,,14508.0,19592.0,0.5844,0.6461,9833,10725,,,,411.0,,,0.0,24765.0
National Park College,Hot Springs,AR,71913,1,5600.0,7280.0,17994.0,11442.0,,,0.4679,0.2282,6250,10500,,,5465.0,1706.0,,,0.0,32444.0
University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,1,3558.0,4542.0,16591.0,9359.0,,,0.4494,0.1081,7085,10250,,,5087.0,788.0,,,0.0,33706.0
Harding University,Searcy,AR,72149-5615,2,24888.0,24888.0,36385.0,,20579.0,,0.1922,0.3951,21601,26500,1.0,1187.0,7813.0,3323.0,0.7094,0.8663,0.0,52876.0
Henderson State University,Arkadelphia,AR,71999-0001,1,7885.0,9882.0,25946.0,16929.0,,,0.477,0.4466,12000,19500,0.8192,,6756.0,1491.0,0.3805,0.5935,0.0,43459.0
Hendrix College,Conway,AR,72032-3080,2,36650.0,36650.0,52396.0,,23409.0,,0.2341,0.4479,19500,26688,0.5298,1336.0,8264.0,1094.0,0.6923,0.7824,0.0,60376.0
Hot Springs Beauty College,Hot Springs,AR,71901,3,,,,,10792.0,15750.0,0.6462,0.5538,8000,9700,,,,92.0,,,0.0,21563.0
Jefferson Regional School of Nursing,Pine Bluff,AR,71603,2,,,,,,,0.5826,0.4435,7500,PS,,,7328.0,80.0,,,0.0,73975.0
John Brown University,Siloam Springs,AR,72761,2,30832.0,30832.0,43260.0,,21144.0,,0.2138,0.3615,17000,21250,0.6764,1222.0,7473.0,1415.0,0.6677,0.8421,0.0,53907.0
Career Academy of Hair Design,Springdale,AR,72764-7128,3,,,,,13563.0,18195.0,0.6514,0.6189,5531,6365,,,,244.0,,,0.0,21567.0
Academy of Salon and Spa,Fort Smith,AR,72901,3,,,,,14155.0,18000.0,0.6423,0.5203,4398,4833,,,,81.0,,,0.0,16941.0
Arkansas State University Mid-South,West Memphis,AR,72301-3829,1,3048.0,4560.0,12556.0,3558.0,,,0.3565,0.0,PS,PS,,,4466.0,435.0,,,,31857.0
Arkansas Northeastern College,Blytheville,AR,72316-1109,1,2570.0,4250.0,12037.0,5144.0,,,0.2349,0.0,PS,PS,,,5136.0,787.0,,,,33169.0
New Tyler Barber College Inc,North Little Rock,AR,72114-4973,3,,,,,14499.0,16900.0,0.7797,0.5424,9500,PS,,,,58.0,,,0.0,18715.0
North Arkansas College,Harrison,AR,72601-5508,1,3168.0,5544.0,16367.0,10146.0,,,0.361,0.0889,5928,9000,,,5146.0,1184.0,,,0.0,34653.0
Northwest Technical Institute,Springdale,AR,72764,1,5184.0,5184.0,16032.0,11212.0,,,0.6219,0.0,PS,PS,,,,217.0,,,,41513.0
Ouachita Baptist University,Arkadelphia,AR,71998-0001,2,32480.0,32480.0,45132.0,,22355.0,,0.226,0.485,15000,21050,0.6852,1212.0,6973.0,1612.0,0.703,0.827,0.0,51673.0
Arkansas State University Three Rivers,Malvern,AR,72104-0816,1,3568.0,4168.0,12748.0,7520.0,,,0.1392,0.1092,6500,PS,,,4689.0,514.0,,,0.0,37374.0
Ozarka College,Melbourne,AR,72556-0010,1,3820.0,6820.0,11461.0,4396.0,,,0.469,0.1343,7713,9818,,,4861.0,564.0,,,0.0,29314.0
University of the Ozarks,Clarksville,AR,72830,2,25950.0,25950.0,35391.0,,13630.0,,0.3597,0.4349,11000,20875,0.5814,1088.0,6861.0,753.0,0.5176,0.7289,0.0,44384.0
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,1,3504.0,4176.0,17345.0,11718.0,,,0.4338,0.1197,6300,10315,1.0,1020.0,5529.0,1538.0,,,0.0,34924.0
Philander Smith University,Little Rock,AR,72202-3799,2,13014.0,13014.0,26729.0,,15360.0,,0.7139,0.6268,14750,24736,,,6137.0,842.0,0.3231,0.6728,0.0,38427.0
Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,1,3230.0,5270.0,11778.0,5420.0,,,0.359,0.0,3500,PS,,,5261.0,595.0,,,0.0,29552.0
Southeast Arkansas College,Pine Bluff,AR,71603,1,4960.0,8260.0,15876.0,11185.0,,,0.6292,0.2216,6186,8600,,,5108.0,748.0,,,0.0,33603.0
University of Aesthetics & Cosmetology,El Dorado,AR,71730-4009,3,,,,,12331.0,18325.0,0.7708,0.6667,9833,9833,,,,34.0,,,0.0,26754.0
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,1,4848.0,7248.0,21096.0,15000.0,,,0.5312,0.4104,7000,12080,,,5296.0,3791.0,,,0.0,34722.0
University of Arkansas Hope-Texarkana,Hope,AR,71801,1,3400.0,4960.0,13787.0,8210.0,,,0.3754,0.0,3500,PS,,,5076.0,697.0,,,0.0,34162.0
University of Arkansas Community College Rich Mountain,Mena,AR,71953,1,3528.0,4104.0,12933.0,4914.0,,,0.38,0.1149,4875,6500,,,4261.0,475.0,,,0.0,30037.0
Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,3,,,,,15309.0,16075.0,0.3082,0.3441,9753,9833,,,,107.0,,,0.0,20077.0
Searcy Beauty College,Searcy,AR,72143,3,,,,,15106.0,16000.0,0.5096,0.3462,9500,12429,,,,87.0,,,0.0,19896.0
Shorter College,N Little Rock,AR,72114,2,6246.0,6246.0,18713.0,,12993.0,,0.8255,0.6511,22625,PS,,,4333.0,290.0,,,0.0,
Williams Baptist University,Walnut Ridge,AR,72476,2,20330.0,20330.0,32222.0,,15875.0,,0.4715,0.4733,9500,21820,0.5888,1018.0,5488.0,490.0,0.3592,0.4965,0.0,38484.0
South Arkansas College,El Dorado,AR,71731-7010,1,3204.0,5364.0,12138.0,6235.0,,,0.4208,0.1764,7000,11153,,,5125.0,879.0,,,0.0,34521.0
Southern Arkansas University Main Campus,Magnolia,AR,71753,1,9820.0,15400.0,24721.0,15944.0,,,0.446,0.6668,12500,18750,0.6659,1050.0,7371.0,2865.0,0.465,0.6913,0.0,42386.0
Southern Arkansas University Tech,Camden,AR,71701-1906,1,4685.0,4685.0,16488.0,5895.0,,,0.4051,0.087,4500,6000,,,4515.0,663.0,,,0.0,36376.0
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,3,,,,,10042.0,16230.0,0.5714,0.381,PS,PS,,,,12.0,,,0.0,17412.0
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,1,6906.0,13770.0,18052.0,10097.0,,,0.3914,0.2817,10750,18250,0.8147,1050.0,7228.0,4133.0,0.3696,0.7163,0.0,41102.0
Academy of Art University,San Francisco,CA,94105,3,28024.0,28024.0,47195.0,,39778.0,,0.4176,0.5049,11000,31000,,,8256.0,4131.0,0.4046,0.6725,0.0,39008.0
Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,2,,,,,,,,,PS,PS,,,,,,,0.0,
College of Alameda,Alameda,CA,94501,1,1148.0,8684.0,17578.0,9280.0,,,0.0993,0.0036,9500,PS,,,11579.0,4274.0,,,0.0,42563.0
Allan Hancock College,Santa Maria,CA,93454-6399,1,1156.0,9436.0,11544.0,4638.0,,,0.2327,0.0079,7888,PS,,,9403.0,7812.0,,,0.0,42786.0
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,2,39475.0,39475.0,55265.0,,40991.0,,0.2785,0.4612,12000,12000,0.8968,,6749.0,169.0,,,0.0,27019.0
